TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2021,12,9,1,33,12XX MAIN ST,Central Business District,492717.348,5457893.441
Break and Enter Commercial,2021,7,18,1,0,12XX MAIN ST,Central Business District,492717.3541,5457893.625
Break and Enter Commercial,2021,8,18,21,37,12XX MAIN ST,Central Business District,492717.8328,5457907.397
Break and Enter Commercial,2021,1,20,11,15,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.003
Break and Enter Commercial,2021,10,29,13,20,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.003
Break and Enter Commercial,2021,8,22,2,43,12XX MARINASIDE CRES,Central Business District,491246.4411,5457764.118
Break and Enter Commercial,2021,10,22,4,30,12XX MARINASIDE CRES,Central Business District,491266.5625,5457795.076
Break and Enter Commercial,2021,10,28,4,21,12XX MARINASIDE CRES,Central Business District,491266.5625,5457795.076
Break and Enter Commercial,2021,9,21,3,18,12XX MARINASIDE CRES,Central Business District,491268.6824,5457797.02
Break and Enter Commercial,2021,5,29,10,0,12XX MELVILLE ST,Central Business District,490883.3273,5459552.828
Break and Enter Commercial,2021,3,7,17,11,12XX NELSON ST,West End,490491.9116,5459056.51
Break and Enter Commercial,2021,10,10,6,21,12XX ODLUM DR,Grandview-Woodland,494481.1527,5457828.182
Break and Enter Commercial,2021,3,21,8,44,12XX PACIFIC BLVD,Central Business District,491058.9549,5457895.555
Break and Enter Commercial,2021,9,1,7,38,12XX PACIFIC ST,West End,490051.8015,5458575.828
Break and Enter Commercial,2021,7,30,14,19,12XX POWELL ST,Strathcona,494334.0731,5458925.077
Break and Enter Commercial,2021,5,25,1,50,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.907
Break and Enter Commercial,2021,9,26,3,45,12XX RICHARDS ST,Central Business District,490927.5588,5458104.676
Break and Enter Commercial,2021,10,15,1,8,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.845
Break and Enter Commercial,2021,2,16,10,58,12XX SEYMOUR ST,Central Business District,490851.3309,5458151.773
Break and Enter Commercial,2021,3,12,9,42,12XX SEYMOUR ST,Central Business District,490851.3309,5458151.773
Break and Enter Commercial,2021,6,14,1,24,12XX SEYMOUR ST,Central Business District,490851.3309,5458151.773
Break and Enter Commercial,2021,6,13,19,33,12XX STANLEY PARK DR,Stanley Park,491025.593,5460573.754
Break and Enter Commercial,2021,5,7,11,9,12XX TECUMSEH AVE,Shaughnessy,490368.8901,5456040.214
Break and Enter Commercial,2021,8,19,0,0,12XX W 64TH AVE,Marpole,490302.6585,5451142.387
Break and Enter Commercial,2021,4,17,18,0,12XX W 7TH AVE,Fairview,490370.4277,5456946.667
Break and Enter Commercial,2021,9,7,0,0,12XX W 8TH AVE,Fairview,490338.3246,5456863.231
Break and Enter Commercial,2021,9,7,7,5,12XX W CORDOVA ST,Central Business District,491076.5282,5459647.156
Break and Enter Commercial,2021,8,10,3,40,12XX W GEORGIA ST,Central Business District,490799.7241,5459475.719
Break and Enter Commercial,2021,1,27,12,0,12XX W GEORGIA ST,Central Business District,490801.1422,5459474.31
Break and Enter Commercial,2021,7,23,4,19,12XX W GEORGIA ST,Central Business District,490801.1422,5459474.31
Break and Enter Commercial,2021,11,6,4,28,12XX W GEORGIA ST,Central Business District,490844.865,5459430.845
Break and Enter Commercial,2021,5,8,0,48,12XX W HASTINGS ST,Central Business District,490992.0884,5459600.422
Break and Enter Commercial,2021,10,23,16,57,12XX W HASTINGS ST,Central Business District,490992.0884,5459600.422
Break and Enter Commercial,2021,3,1,11,32,12XX W PENDER ST,Central Business District,491006.0107,5459525.076
Break and Enter Commercial,2021,4,9,14,30,12XX WILLIAM ST,Strathcona,494335.9151,5457919.57
Break and Enter Commercial,2021,8,1,0,0,13XX ALBERNI ST,West End,490667.2323,5459516.388
Break and Enter Commercial,2021,8,4,20,53,13XX ALBERNI ST,West End,490700.6544,5459484.513
Break and Enter Commercial,2021,5,26,9,40,13XX BOUNDARY RD,Hastings-Sunrise,498274.4741,5457794.455
Break and Enter Commercial,2021,10,9,2,0,13XX BURRARD ST,Central Business District,490465.4923,5458344.568
Break and Enter Commercial,2021,6,9,4,15,13XX BUTE ST,West End,490096.9255,5458577.965
Break and Enter Commercial,2021,8,31,21,40,13XX BUTE ST,West End,490096.9255,5458577.965
Break and Enter Commercial,2021,9,24,7,0,13XX BUTE ST,West End,490096.9255,5458577.965
Break and Enter Commercial,2021,7,29,2,27,13XX CONTINENTAL ST,Central Business District,490630.4225,5458164.975
Break and Enter Commercial,2021,6,13,3,58,13XX DAVIE ST,West End,490174.5554,5458923.745
Break and Enter Commercial,2021,7,3,6,10,13XX E 7TH AVE,Grandview-Woodland,494408.6279,5456836.666
Break and Enter Commercial,2021,9,4,20,0,13XX E 7TH AVE,Grandview-Woodland,494453.6754,5456835.752
Break and Enter Commercial,2021,1,28,14,18,13XX E 8TH AVE,Grandview-Woodland,494455.1886,5456726.574
Break and Enter Commercial,2021,7,19,20,0,13XX E HASTINGS ST,Grandview-Woodland,494417.2723,5458739.246
Break and Enter Commercial,2021,7,27,18,30,13XX E HASTINGS ST,Grandview-Woodland,494417.2723,5458739.246
Break and Enter Commercial,2021,7,26,0,33,13XX E HASTINGS ST,Grandview-Woodland,494419.2444,5458739.209
Break and Enter Commercial,2021,1,10,4,18,13XX E HASTINGS ST,Grandview-Woodland,494440.1542,5458729.679
Break and Enter Commercial,2021,1,10,4,20,13XX E HASTINGS ST,Grandview-Woodland,494442.7424,5458729.631
Break and Enter Commercial,2021,1,9,13,0,13XX E PENDER ST,Grandview-Woodland,494429.0516,5458620.18
Break and Enter Commercial,2021,5,17,8,57,13XX FOUNTAIN WAY,Fairview,490174.5843,5457237.227
Break and Enter Commercial,2021,9,15,5,0,13XX GRANT ST,Grandview-Woodland,494495.101,5457634.177
Break and Enter Commercial,2021,11,5,10,15,13XX GRANVILLE ST,Central Business District,490692.8629,5458136.825
Break and Enter Commercial,2021,9,7,5,51,13XX HOMER ST,Central Business District,490850.8702,5457837.997
Break and Enter Commercial,2021,11,23,23,28,13XX HOMER ST,Central Business District,490890.868,5457923.883
Break and Enter Commercial,2021,12,10,3,0,13XX HOMER ST,Central Business District,490890.868,5457923.883
Break and Enter Commercial,2021,12,14,9,52,13XX HOMER ST,Central Business District,490890.868,5457923.883
Break and Enter Commercial,2021,1,7,4,52,13XX HOMER ST,Central Business District,490910.1216,5457944.28
Break and Enter Commercial,2021,6,12,1,28,13XX HORNBY ST,Central Business District,490494.7193,5458221.529
Break and Enter Commercial,2021,9,20,4,4,13XX HORNBY ST,Central Business District,490495.2398,5458234.893
Break and Enter Commercial,2021,2,17,1,33,13XX HOWE ST,Central Business District,490565.4463,5458169.336
Break and Enter Commercial,2021,8,8,0,45,13XX HOWE ST,Central Business District,490565.4463,5458169.336
Break and Enter Commercial,2021,10,17,17,0,13XX HOWE ST,Central Business District,490565.4463,5458169.336
Break and Enter Commercial,2021,3,4,14,9,13XX JERVIS ST,West End,489988.409,5458694.432
Break and Enter Commercial,2021,7,19,4,40,13XX JOHNSTON ST,Fairview,490329.7956,5457521.827
Break and Enter Commercial,2021,2,1,4,40,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494336.7504,5455361.687
Break and Enter Commercial,2021,6,13,2,45,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494363.2875,5455350.666
Break and Enter Commercial,2021,2,8,6,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494448.0967,5455282.614
Break and Enter Commercial,2021,4,15,0,56,13XX NICOLA ST,West End,489783.8738,5458879.155
Break and Enter Commercial,2021,1,16,21,0,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.506
Break and Enter Commercial,2021,1,31,1,45,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.506
Break and Enter Commercial,2021,4,6,4,42,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.506
Break and Enter Commercial,2021,7,18,0,52,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.506
Break and Enter Commercial,2021,9,28,23,46,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.506
Break and Enter Commercial,2021,12,27,11,1,13XX PENDRELL ST,West End,490227.7316,5459011.655
Break and Enter Commercial,2021,9,19,4,33,13XX POWELL ST,Grandview-Woodland,494415.5633,5458932.839
Break and Enter Commercial,2021,2,10,7,47,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.699
Break and Enter Commercial,2021,3,27,5,5,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.699
Break and Enter Commercial,2021,4,2,21,0,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.699
Break and Enter Commercial,2021,5,27,22,0,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.699
Break and Enter Commercial,2021,5,27,22,12,13XX POWELL ST,Grandview-Woodland,494485.038,5458929.699
Break and Enter Commercial,2021,7,2,5,0,13XX RICHARDS ST,Central Business District,490743.147,5457919.343
Break and Enter Commercial,2021,7,3,4,47,13XX RICHARDS ST,Central Business District,490743.147,5457919.343
Break and Enter Commercial,2021,5,18,12,34,13XX RICHARDS ST,Central Business District,490767.7244,5457943.527
Break and Enter Commercial,2021,4,11,12,30,13XX RICHARDS ST,Central Business District,490817.1616,5457992.173
Break and Enter Commercial,2021,12,7,7,31,13XX RICHARDS ST,Central Business District,490833.7723,5457995.689
Break and Enter Commercial,2021,8,4,3,8,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Break and Enter Commercial,2021,10,13,4,39,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Break and Enter Commercial,2021,5,18,21,20,13XX ROBSON ST,West End,490594.2836,5459433.756
Break and Enter Commercial,2021,8,18,14,55,13XX SW MARINE DR,Marpole,490043.9145,5450095.792
Break and Enter Commercial,2021,8,2,11,12,13XX THURLOW ST,West End,490257.0444,5458425.613
Break and Enter Commercial,2021,1,6,4,0,13XX VENABLES ST,Grandview-Woodland,494463.6665,5458228.516
Break and Enter Commercial,2021,7,18,1,23,13XX VENABLES ST,Grandview-Woodland,494471.5222,5458228.375
Break and Enter Commercial,2021,11,26,21,27,13XX VICTORIA DR,Grandview-Woodland,495225.8264,5457804.533
Break and Enter Commercial,2021,5,5,20,0,13XX W 4TH AVE,Fairview,490170.5355,5457086.411
Break and Enter Commercial,2021,2,7,20,29,13XX W 4TH AVE,Fairview,490174.6495,5457110.672
Break and Enter Commercial,2021,6,15,10,46,13XX W 57TH AVE,Marpole,490201.2279,5451836.347
Break and Enter Commercial,2021,6,15,3,5,13XX W 57TH AVE,Marpole,490225.4752,5451835.77
Break and Enter Commercial,2021,5,6,4,48,13XX W 6TH AVE,Fairview,490110.9369,5457056.535
Break and Enter Commercial,2021,11,12,10,36,13XX W 6TH AVE,Fairview,490231.7488,5457042.234
Break and Enter Commercial,2021,3,1,0,0,13XX W 70TH AVE,Marpole,490142.3312,5450653.037
Break and Enter Commercial,2021,7,26,13,12,13XX W BROADWAY AVE,Fairview,490107.2382,5456759.268
Break and Enter Commercial,2021,6,18,3,52,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.918
Break and Enter Commercial,2021,10,1,4,16,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.918
Break and Enter Commercial,2021,6,21,1,51,13XX W GEORGIA ST,West End,490686.4194,5459574.853
Break and Enter Commercial,2021,12,24,7,14,13XX W PENDER ST,Central Business District,490766.1893,5459634.304
Break and Enter Commercial,2021,10,27,9,22,13XX W PENDER ST,Central Business District,490796.4177,5459620.887
Break and Enter Commercial,2021,9,8,0,0,14XX ADANAC ST,Grandview-Woodland,494598.3759,5458327.668
Break and Enter Commercial,2021,9,10,20,0,14XX ADANAC ST,Grandview-Woodland,494598.3759,5458327.668
Break and Enter Commercial,2021,3,24,19,30,14XX ALBERNI ST,West End,490587.4521,5459581.84
Break and Enter Commercial,2021,5,15,4,58,14XX BARCLAY ST,West End,490358.6377,5459360.496
Break and Enter Commercial,2021,5,18,4,40,14XX BARCLAY ST,West End,490358.6377,5459360.496
Break and Enter Commercial,2021,3,30,17,14,14XX BARCLAY ST,West End,490378.3866,5459327.533
Break and Enter Commercial,2021,4,8,4,30,14XX BUTE ST,West End,490035.1912,5458514.959
Break and Enter Commercial,2021,6,21,3,0,14XX CHESTNUT ST,Kitsilano,489359.8987,5457818.892
Break and Enter Commercial,2021,4,6,4,30,14XX COMMERCIAL DR,Grandview-Woodland,494940.5343,5457677.484
Break and Enter Commercial,2021,3,7,8,47,14XX COMMERCIAL DR,Grandview-Woodland,494940.8019,5457693.82
Break and Enter Commercial,2021,3,10,19,55,14XX CONTINENTAL ST,Central Business District,490494.7193,5457981.01
Break and Enter Commercial,2021,3,11,0,0,14XX CONTINENTAL ST,Central Business District,490494.7193,5457981.01
Break and Enter Commercial,2021,6,15,14,0,14XX E 41ST AVE,Victoria-Fraserview,494409.0105,5453316.171
Break and Enter Commercial,2021,8,6,2,45,14XX E 41ST AVE,Victoria-Fraserview,494409.0105,5453316.171
Break and Enter Commercial,2021,7,23,11,14,14XX E 4TH AVE,Grandview-Woodland,494620.1841,5457133.055
Break and Enter Commercial,2021,4,16,2,24,14XX E 7TH AVE,Grandview-Woodland,494535.6496,5456824.936
Break and Enter Commercial,2021,4,26,23,30,14XX E 7TH AVE,Grandview-Woodland,494535.6496,5456824.936
Break and Enter Commercial,2021,11,6,5,20,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4
Break and Enter Commercial,2021,8,2,3,52,14XX E HASTINGS ST,Grandview-Woodland,494588.8533,5458736.084
Break and Enter Commercial,2021,2,8,11,54,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494610.8074,5455088.265
Break and Enter Commercial,2021,1,25,16,0,14XX GRANVILLE ST,Central Business District,490496.612,5457942.204
Break and Enter Commercial,2021,8,5,20,5,14XX GRANVILLE ST,Central Business District,490524.4017,5457970.219
Break and Enter Commercial,2021,5,5,2,0,14XX HARO ST,West End,490452.8836,5459418.131
Break and Enter Commercial,2021,9,3,22,30,14XX HARWOOD ST,West End,489882.076,5458901.111
Break and Enter Commercial,2021,4,20,5,0,14XX HORNBY ST,Central Business District,490391.3158,5458130.813
Break and Enter Commercial,2021,3,2,4,0,14XX HOWE ST,Central Business District,490436.0475,5458026.7
Break and Enter Commercial,2021,1,5,18,45,14XX HOWE ST,Central Business District,490452.8511,5458056.763
Break and Enter Commercial,2021,9,20,2,15,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494490.8702,5455240.827
Break and Enter Commercial,2021,10,10,4,51,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494490.8702,5455240.827
Break and Enter Commercial,2021,10,4,3,3,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494638.9964,5455142.467
Break and Enter Commercial,2021,4,22,21,21,14XX LILLOOET ST,Hastings-Sunrise,497173.0903,5457693.811
Break and Enter Commercial,2021,12,2,7,0,14XX MAPLE ST,Kitsilano,489070.7352,5457849.608
Break and Enter Commercial,2021,5,13,14,0,14XX NELSON ST,West End,490292.8212,5459254.37
Break and Enter Commercial,2021,3,30,21,0,14XX POWELL ST,Grandview-Woodland,494557.0168,5458945.136
Break and Enter Commercial,2021,5,9,5,10,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.677
Break and Enter Commercial,2021,6,4,21,0,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.677
Break and Enter Commercial,2021,1,2,19,30,14XX QUEBEC ST,Central Business District,492586.5863,5457740.93
Break and Enter Commercial,2021,11,5,14,28,14XX RICHARDS ST,Central Business District,490703.6216,5457866.664
Break and Enter Commercial,2021,5,31,3,57,14XX ROBSON ST,West End,490477.6092,5459535.536
Break and Enter Commercial,2021,11,26,14,30,14XX ROBSON ST,West End,490477.6092,5459535.536
Break and Enter Commercial,2021,5,13,4,53,14XX ROBSON ST,West End,490500.7388,5459525.785
Break and Enter Commercial,2021,9,14,16,8,14XX TILNEY MEWS,Oakridge,489820.6914,5452454.027
Break and Enter Commercial,2021,9,10,19,0,14XX TILNEY MEWS,Oakridge,489823.4422,5452453.964
Break and Enter Commercial,2021,10,22,7,18,14XX W 11TH AVE,Fairview,489936.7822,5456553.476
Break and Enter Commercial,2021,2,4,15,17,14XX W 11TH AVE,Fairview,490013.0644,5456559.828
Break and Enter Commercial,2021,1,17,11,27,14XX W 12TH AVE,Fairview,490064.4957,5456448.405
Break and Enter Commercial,2021,7,19,19,0,14XX W 13TH AVE,Fairview,490004.6502,5456350.672
Break and Enter Commercial,2021,4,5,4,25,14XX W 14TH AVE,Fairview,489917.8539,5456252.896
Break and Enter Commercial,2021,3,17,5,18,14XX W 15TH AVE,Fairview,489949.4623,5456150.386
Break and Enter Commercial,2021,10,18,4,53,14XX W 45TH AVE,Oakridge,489911.0328,5453094.131
Break and Enter Commercial,2021,3,30,1,50,14XX W 6TH AVE,Fairview,489957.5138,5457059.829
Break and Enter Commercial,2021,6,14,20,17,14XX W 7TH AVE,Fairview,490029.9755,5456955.112
Break and Enter Commercial,2021,6,16,17,21,14XX W 7TH AVE,Fairview,490046.2326,5456954.671
Break and Enter Commercial,2021,8,4,14,0,14XX W 7TH AVE,Fairview,490076.5332,5456953.849
Break and Enter Commercial,2021,1,21,0,30,14XX W 8TH AVE,Fairview,490090.7036,5456869.389
Break and Enter Commercial,2021,7,7,16,18,14XX W GEORGIA ST,West End,490628.9295,5459632.79
Break and Enter Commercial,2021,1,30,6,52,14XX WILLIAM ST,Grandview-Woodland,494538.3804,5457923.776
Break and Enter Commercial,2021,6,2,2,41,15XX ALBERNI ST,West End,490481.6141,5459687.944
Break and Enter Commercial,2021,7,27,4,6,15XX ALBERNI ST,West End,490481.6141,5459687.944
Break and Enter Commercial,2021,9,28,5,14,15XX ALBERNI ST,West End,490481.6141,5459687.944
Break and Enter Commercial,2021,1,12,8,34,15XX BEACH AVE,West End,489743.5983,5458884.4
Break and Enter Commercial,2021,8,27,18,0,15XX BEACH AVE,West End,489743.5983,5458884.4
Break and Enter Commercial,2021,1,3,18,18,15XX CHARLES ST,Grandview-Woodland,494683.4072,5457816.994
Break and Enter Commercial,2021,6,12,2,26,15XX COMMERCIAL DR,Grandview-Woodland,494939.4329,5457612.145
Break and Enter Commercial,2021,12,20,5,35,15XX DAVIE ST,West End,489962.7286,5459119.184
Break and Enter Commercial,2021,11,13,10,47,15XX E 5TH AVE,Grandview-Woodland,494696.8739,5457025.943
Break and Enter Commercial,2021,11,18,8,45,15XX E 5TH AVE,Grandview-Woodland,494696.8739,5457025.943
Break and Enter Commercial,2021,8,5,16,27,15XX E 5TH AVE,Grandview-Woodland,494755.6684,5457034.336
Break and Enter Commercial,2021,9,12,3,0,15XX E 5TH AVE,Grandview-Woodland,494755.6684,5457034.336
Break and Enter Commercial,2021,10,11,4,5,15XX E 5TH AVE,Grandview-Woodland,494755.6684,5457034.336
